dataset\dirty\0471.jpg,dirty,0
dataset\dirty\0472.jpg,dirty,0
dataset\dirty\0473.jpg,dirty,0
dataset\dirty\0474.jpg,dirty,0
dataset\dirty\0475.jpg,dirty,0
dataset\dirty\0476.jpg,dirty,0
dataset\dirty\0477.jpg,dirty,0
dataset\dirty\0478.jpg,dirty,0
dataset\dirty\0479.jpg,dirty,0
dataset\dirty\0480.jpg,dirty,0
dataset\dirty\0481.jpg,dirty,0
dataset\dirty\0482.jpg,dirty,0
dataset\dirty\0483.jpg,dirty,0
dataset\dirty\0484.jpg,dirty,0
dataset\dirty\0485.jpg,dirty,0
dataset\dirty\0486.jpg,dirty,0
dataset\dirty\0487.jpg,dirty,0
dataset\dirty\0488.jpg,dirty,0
dataset\dirty\0489.jpg,dirty,0
dataset\dirty\0490.jpg,dirty,0
dataset\dirty\0491.jpg,dirty,0
dataset\dirty\0492.jpg,dirty,0
dataset\dirty\0493.jpg,dirty,0
dataset\dirty\0494.jpg,dirty,0
dataset\dirty\0495.jpg,dirty,0
dataset\dirty\0496.jpg,dirty,0
dataset\dirty\0497.jpg,dirty,0
dataset\dirty\0498.jpg,dirty,0
dataset\dirty\0499.jpg,dirty,0
dataset\dirty\0500.jpg,dirty,0
dataset\dirty\0501.jpg,dirty,0
dataset\dirty\0502.jpg,dirty,0
dataset\dirty\0503.jpg,dirty,0
dataset\dirty\0504.jpg,dirty,0
dataset\dirty\0505.jpg,dirty,0
dataset\dirty\0506.jpg,dirty,0
dataset\dirty\0507.jpg,dirty,0
dataset\dirty\0508.jpg,dirty,0
dataset\dirty\0509.jpg,dirty,0
dataset\dirty\0510.jpg,dirty,0
dataset\dirty\0511.jpg,dirty,0
dataset\dirty\0512.jpg,dirty,0
dataset\dirty\0513.jpg,dirty,0
dataset\dirty\0514.jpg,dirty,0
dataset\dirty\0515.jpg,dirty,0
dataset\dirty\0516.jpg,dirty,0
dataset\dirty\0517.jpg,dirty,0
dataset\dirty\0518.jpg,dirty,0
dataset\dirty\0519.jpg,dirty,0
dataset\dirty\0520.jpg,dirty,0
dataset\dirty\0521.jpg,dirty,0
dataset\dirty\0522.jpg,dirty,0
dataset\dirty\0523.jpg,dirty,0
dataset\dirty\0524.jpg,dirty,0
dataset\dirty\0525.jpg,dirty,0
dataset\dirty\0526.jpg,dirty,0
dataset\dirty\0527.jpg,dirty,0
dataset\dirty\0528.jpg,dirty,0
dataset\dirty\0529.jpg,dirty,0
dataset\dirty\0601.jpg,dirty,0
dataset\dirty\0602.jpg,dirty,0
dataset\dirty\0603.jpg,dirty,0
dataset\dirty\0604.jpg,dirty,0
dataset\dirty\0605.jpg,dirty,0
dataset\dirty\0606.jpg,dirty,0
dataset\dirty\0607.jpg,dirty,0
dataset\dirty\0608.jpg,dirty,0
dataset\dirty\0609.jpg,dirty,0
dataset\dirty\0610.jpg,dirty,0
dataset\dirty\0611.jpg,dirty,0
dataset\dirty\0612.jpg,dirty,0
dataset\dirty\0613.jpg,dirty,0
dataset\dirty\0614.jpg,dirty,0
dataset\dirty\0615.jpg,dirty,0
dataset\dirty\0616.jpg,dirty,0
dataset\dirty\0617.jpg,dirty,0
dataset\dirty\0618.jpg,dirty,0
dataset\dirty\0619.jpg,dirty,0
dataset\dirty\0620.jpg,dirty,0
dataset\dirty\0621.jpg,dirty,0
dataset\dirty\0622.jpg,dirty,0
dataset\dirty\0623.jpg,dirty,0
dataset\dirty\0624.jpg,dirty,0
dataset\dirty\0625.jpg,dirty,0
dataset\dirty\0626.jpg,dirty,0
dataset\dirty\0627.jpg,dirty,0
dataset\dirty\0628.jpg,dirty,0
dataset\dirty\0629.jpg,dirty,0
dataset\dirty\0630.jpg,dirty,0
dataset\dirty\0631.jpg,dirty,0
dataset\dirty\0632.jpg,dirty,0
dataset\dirty\0633.jpg,dirty,0
dataset\dirty\0634.jpg,dirty,0
dataset\dirty\0635.jpg,dirty,0
dataset\dirty\0636.jpg,dirty,0
dataset\dirty\0637.jpg,dirty,0
dataset\dirty\0638.jpg,dirty,0
dataset\dirty\0639.jpg,dirty,0
dataset\dirty\0640.jpg,dirty,0
dataset\dirty\0641.jpg,dirty,0
dataset\dirty\0642.jpg,dirty,0
dataset\dirty\0643.jpg,dirty,0
dataset\dirty\0644.jpg,dirty,0
dataset\dirty\0645.jpg,dirty,0
dataset\dirty\0646.jpg,dirty,0
dataset\dirty\0647.jpg,dirty,0
dataset\dirty\0648.jpg,dirty,0
dataset\dirty\0649.jpg,dirty,0
dataset\dirty\0650.jpg,dirty,0
dataset\dirty\0651.jpg,dirty,0
dataset\dirty\0652.jpg,dirty,0
dataset\dirty\0653.jpg,dirty,0
dataset\dirty\0654.jpg,dirty,0
dataset\dirty\0655.jpg,dirty,0
dataset\dirty\0656.jpg,dirty,0
dataset\dirty\0657.jpg,dirty,0
dataset\dirty\0658.jpg,dirty,0
dataset\dirty\0659.jpg,dirty,0
dataset\dirty\0660.jpg,dirty,0
dataset\dirty\0661.jpg,dirty,0
dataset\dirty\0662.jpg,dirty,0
dataset\dirty\0663.jpg,dirty,0
dataset\dirty\0664.jpg,dirty,0
dataset\dirty\0665.jpg,dirty,0
dataset\dirty\0666.jpg,dirty,0
dataset\dirty\0667.jpg,dirty,0
dataset\dirty\0668.jpg,dirty,0
dataset\dirty\0669.jpg,dirty,0
dataset\dirty\0670.jpg,dirty,0
dataset\dirty\0671.jpg,dirty,0
dataset\dirty\0672.jpg,dirty,0
dataset\dirty\0673.jpg,dirty,0
dataset\dirty\0674.jpg,dirty,0
dataset\dirty\0675.jpg,dirty,0
dataset\dirty\0676.jpg,dirty,0
dataset\dirty\0677.jpg,dirty,0
dataset\dirty\0678.jpg,dirty,0
dataset\dirty\0679.jpg,dirty,0
dataset\dirty\0680.jpg,dirty,0
dataset\dirty\0681.jpg,dirty,0
dataset\dirty\0682.jpg,dirty,0
dataset\dirty\0683.jpg,dirty,0
dataset\dirty\0684.jpg,dirty,0
dataset\dirty\0685.jpg,dirty,0
dataset\dirty\0686.jpg,dirty,0
dataset\dirty\0687.jpg,dirty,0
dataset\dirty\0688.jpg,dirty,0
dataset\dirty\0689.jpg,dirty,0
dataset\dirty\0690.jpg,dirty,0
dataset\dirty\0691.jpg,dirty,0
dataset\dirty\0692.jpg,dirty,0
dataset\dirty\0693.jpg,dirty,0
dataset\dirty\0694.jpg,dirty,0
dataset\dirty\0695.jpg,dirty,0
dataset\dirty\0696.jpg,dirty,0
dataset\dirty\0801.jpg,dirty,0
dataset\dirty\0802.jpg,dirty,0
dataset\dirty\0803.jpg,dirty,0
dataset\dirty\0804.jpg,dirty,0
dataset\dirty\0805.jpg,dirty,0
dataset\dirty\0806.jpg,dirty,0
dataset\dirty\0807.jpg,dirty,0
dataset\dirty\0808.jpg,dirty,0
dataset\dirty\0809.jpg,dirty,0
dataset\dirty\0810.jpg,dirty,0
dataset\dirty\0811.jpg,dirty,0
dataset\dirty\0812.jpg,dirty,0
dataset\dirty\0813.jpg,dirty,0
dataset\dirty\0814.jpg,dirty,0
dataset\dirty\0815.jpg,dirty,0
dataset\dirty\0816.jpg,dirty,0
dataset\dirty\0817.jpg,dirty,0
dataset\dirty\0818.jpg,dirty,0
dataset\dirty\0819.jpg,dirty,0
dataset\dirty\0820.jpg,dirty,0
dataset\dirty\0821.jpg,dirty,0
dataset\dirty\0822.jpg,dirty,0
dataset\dirty\0823.jpg,dirty,0
dataset\dirty\0824.jpg,dirty,0
dataset\dirty\0825.jpg,dirty,0
dataset\dirty\0826.jpg,dirty,0
dataset\dirty\0827.jpg,dirty,0
dataset\dirty\0828.jpg,dirty,0
dataset\dirty\0829.jpg,dirty,0
dataset\dirty\0830.jpg,dirty,0
dataset\dirty\0866.jpg,dirty,0
dataset\dirty\0867.jpg,dirty,0
dataset\dirty\0868.jpg,dirty,0
dataset\dirty\0869.jpg,dirty,0
dataset\dirty\0870.jpg,dirty,0
dataset\dirty\0906.jpg,dirty,0
dataset\dirty\0907.jpg,dirty,0
dataset\dirty\0908.jpg,dirty,0
dataset\dirty\0909.jpg,dirty,0
dataset\dirty\0910.jpg,dirty,0
dataset\dirty\0911.jpg,dirty,0
dataset\dirty\0912.jpg,dirty,0
dataset\dirty\0913.jpg,dirty,0
dataset\dirty\0914.jpg,dirty,0
dataset\dirty\0915.jpg,dirty,0
dataset\dirty\0916.jpg,dirty,0
dataset\dirty\0917.jpg,dirty,0
dataset\dirty\0918.jpg,dirty,0
dataset\dirty\0919.jpg,dirty,0
dataset\dirty\0920.jpg,dirty,0
dataset\dirty\0921.jpg,dirty,0
dataset\dirty\0922.jpg,dirty,0
dataset\dirty\0923.jpg,dirty,0
dataset\dirty\0924.jpg,dirty,0
dataset\dirty\0925.jpg,dirty,0
dataset\dirty\0926.jpg,dirty,0
dataset\dirty\0927.jpg,dirty,0
dataset\dirty\0928.jpg,dirty,0
dataset\dirty\0929.jpg,dirty,0
dataset\dirty\0930.jpg,dirty,0
dataset\dirty\0931.jpg,dirty,0
dataset\dirty\0932.jpg,dirty,0
dataset\dirty\0933.jpg,dirty,0
dataset\dirty\0934.jpg,dirty,0
dataset\dirty\0935.jpg,dirty,0
dataset\dirty\0936.jpg,dirty,0
dataset\dirty\0937.jpg,dirty,0
dataset\dirty\0938.jpg,dirty,0
dataset\dirty\0939.jpg,dirty,0
dataset\dirty\0940.jpg,dirty,0
dataset\dirty\0941.jpg,dirty,0
dataset\dirty\1057.jpg,dirty,0
dataset\dirty\1058.jpg,dirty,0
dataset\dirty\1059.jpg,dirty,0
dataset\dirty\1060.jpg,dirty,0
dataset\dirty\1061.jpg,dirty,0
dataset\dirty\1062.jpg,dirty,0
dataset\dirty\1063.jpg,dirty,0
dataset\dirty\1064.jpg,dirty,0
dataset\dirty\1065.jpg,dirty,0
dataset\dirty\1066.jpg,dirty,0
dataset\dirty\1067.jpg,dirty,0
dataset\dirty\1068.jpg,dirty,0
dataset\dirty\1069.jpg,dirty,0
dataset\dirty\1070.jpg,dirty,0
dataset\dirty\1071.jpg,dirty,0
dataset\dirty\1072.jpg,dirty,0
dataset\dirty\1073.jpg,dirty,0
dataset\dirty\1074.jpg,dirty,0
dataset\dirty\1075.jpg,dirty,0
dataset\dirty\1076.jpg,dirty,0
dataset\dirty\1077.jpg,dirty,0
dataset\dirty\1078.jpg,dirty,0
dataset\dirty\1079.jpg,dirty,0
dataset\dirty\1080.jpg,dirty,0
dataset\dirty\1081.jpg,dirty,0
dataset\dirty\1082.jpg,dirty,0
dataset\dirty\1083.jpg,dirty,0
dataset\dirty\1092.jpg,dirty,0
dataset\dirty\1093.jpg,dirty,0
dataset\dirty\1094.jpg,dirty,0
dataset\dirty\1095.jpg,dirty,0
dataset\dirty\1096.jpg,dirty,0
dataset\dirty\1097.jpg,dirty,0
dataset\dirty\1098.jpg,dirty,0
dataset\dirty\1099.jpg,dirty,0
dataset\dirty\1100.jpg,dirty,0
dataset\dirty\1101.jpg,dirty,0
dataset\dirty\1102.jpg,dirty,0
dataset\dirty\1103.jpg,dirty,0
dataset\dirty\1104.jpg,dirty,0
dataset\dirty\1105.jpg,dirty,0
dataset\dirty\1106.jpg,dirty,0
dataset\dirty\1107.jpg,dirty,0
dataset\dirty\1108.jpg,dirty,0
dataset\dirty\1109.jpg,dirty,0
dataset\dirty\1110.jpg,dirty,0
dataset\dirty\1111.jpg,dirty,0
dataset\dirty\1112.jpg,dirty,0
dataset\dirty\1113.jpg,dirty,0
dataset\dirty\1114.jpg,dirty,0
dataset\dirty\1115.jpg,dirty,0
dataset\dirty\1116.jpg,dirty,0
dataset\dirty\1117.jpg,dirty,0
dataset\dirty\1118.jpg,dirty,0
dataset\dirty\1119.jpg,dirty,0
dataset\dirty\1120.jpg,dirty,0
dataset\dirty\1121.jpg,dirty,0
dataset\dirty\1122.jpg,dirty,0
dataset\dirty\1123.jpg,dirty,0
dataset\dirty\1124.jpg,dirty,0
dataset\dirty\1125.jpg,dirty,0
dataset\dirty\1126.jpg,dirty,0
dataset\dirty\1127.jpg,dirty,0
dataset\dirty\1128.jpg,dirty,0
dataset\dirty\1129.jpg,dirty,0
dataset\dirty\1130.jpg,dirty,0
dataset\dirty\1131.jpg,dirty,0
dataset\dirty\1132.jpg,dirty,0
dataset\dirty\1133.jpg,dirty,0
dataset\dirty\1134.jpg,dirty,0
dataset\dirty\1135.jpg,dirty,0
dataset\dirty\1136.jpg,dirty,0
dataset\dirty\1137.jpg,dirty,0
dataset\dirty\1138.jpg,dirty,0
dataset\dirty\1139.jpg,dirty,0
dataset\dirty\1140.jpg,dirty,0
dataset\dirty\1141.jpg,dirty,0
dataset\dirty\1142.jpg,dirty,0
dataset\dirty\20210822_151257.jpg,dirty,0
dataset\dirty\20210822_151524.jpg,dirty,0
dataset\dirty\20210822_151525.jpg,dirty,0
dataset\dirty\20210822_151533(0).jpg,dirty,0
dataset\dirty\20210822_151533.jpg,dirty,0
dataset\dirty\20210822_151537(0).jpg,dirty,0
dataset\dirty\20210822_151537.jpg,dirty,0
dataset\dirty\20210822_151538.jpg,dirty,0
dataset\dirty\20210822_151542.jpg,dirty,0
dataset\dirty\20210822_151543.jpg,dirty,0
dataset\dirty\20210822_151551(0).jpg,dirty,0
dataset\dirty\20210822_151551.jpg,dirty,0
dataset\dirty\20210822_151552(0).jpg,dirty,0
dataset\dirty\20210822_151552.jpg,dirty,0
dataset\dirty\20210822_151553.jpg,dirty,0
dataset\dirty\20210822_151811.jpg,dirty,0
dataset\dirty\20210822_151813.jpg,dirty,0
dataset\dirty\20210822_151815.jpg,dirty,0
dataset\dirty\20210822_151823.jpg,dirty,0
dataset\dirty\20210822_151824.jpg,dirty,0
dataset\dirty\20210822_151845.jpg,dirty,0
dataset\dirty\20210822_151848.jpg,dirty,0
dataset\dirty\20210822_151852.jpg,dirty,0
dataset\dirty\20210822_151858.jpg,dirty,0
dataset\dirty\20210822_151908.jpg,dirty,0
dataset\dirty\20210822_151916.jpg,dirty,0
dataset\dirty\20210822_151920(0).jpg,dirty,0
dataset\dirty\20210822_151920.jpg,dirty,0
dataset\dirty\20210822_151921.jpg,dirty,0
dataset\dirty\20210822_151922.jpg,dirty,0
dataset\dirty\20210822_152048.jpg,dirty,0
dataset\dirty\20210822_152049.jpg,dirty,0
dataset\dirty\20210822_152051.jpg,dirty,0
dataset\dirty\20210822_152056.jpg,dirty,0
dataset\dirty\20210822_152057.jpg,dirty,0
dataset\dirty\20210822_152103.jpg,dirty,0
dataset\dirty\20210822_152107.jpg,dirty,0
dataset\dirty\20210822_152108.jpg,dirty,0
dataset\dirty\20210822_152140.jpg,dirty,0
dataset\dirty\20210822_152141.jpg,dirty,0
dataset\dirty\20210822_152143.jpg,dirty,0
dataset\dirty\20210822_152146.jpg,dirty,0
dataset\dirty\20210822_152149(0).jpg,dirty,0
dataset\dirty\20210822_152149.jpg,dirty,0
dataset\dirty\20210822_152150.jpg,dirty,0
dataset\dirty\20210822_152152.jpg,dirty,0
dataset\dirty\20210822_152201.jpg,dirty,0
dataset\dirty\20210822_152204.jpg,dirty,0
dataset\dirty\20210822_152211.jpg,dirty,0
dataset\dirty\20210822_152215.jpg,dirty,0
dataset\dirty\20210822_152219.jpg,dirty,0
dataset\dirty\20210822_152223.jpg,dirty,0
dataset\dirty\20210822_152225.jpg,dirty,0
dataset\dirty\20210822_152226.jpg,dirty,0
dataset\dirty\20210822_152229.jpg,dirty,0
dataset\dirty\20210822_153631.jpg,dirty,0
dataset\dirty\20210822_153635.jpg,dirty,0
dataset\dirty\20210822_153639.jpg,dirty,0
dataset\dirty\20210822_153643.jpg,dirty,0
dataset\dirty\20210822_153653.jpg,dirty,0
dataset\dirty\20210822_153701.jpg,dirty,0
dataset\dirty\20210822_153707.jpg,dirty,0
dataset\dirty\20210822_153717.jpg,dirty,0
dataset\dirty\20210822_153726.jpg,dirty,0
dataset\dirty\20210822_153731.jpg,dirty,0
dataset\dirty\20210822_153733.jpg,dirty,0
dataset\dirty\20210822_153742.jpg,dirty,0
dataset\dirty\20210822_154159(0).jpg,dirty,0
dataset\dirty\20210822_154159.jpg,dirty,0
dataset\dirty\20210822_154200.jpg,dirty,0
dataset\dirty\20210822_154208.jpg,dirty,0
dataset\dirty\20210822_154209.jpg,dirty,0
dataset\dirty\20210822_154210.jpg,dirty,0
dataset\dirty\20210822_154214.jpg,dirty,0
dataset\dirty\20210822_154217.jpg,dirty,0
dataset\dirty\20210822_154232.jpg,dirty,0
dataset\dirty\20210822_154234.jpg,dirty,0
dataset\dirty\20210822_154240.jpg,dirty,0
dataset\dirty\20210822_154244.jpg,dirty,0
dataset\dirty\20210822_154255.jpg,dirty,0
dataset\dirty\20210822_154257.jpg,dirty,0
dataset\dirty\20210822_154303.jpg,dirty,0
dataset\dirty\20210822_154309.jpg,dirty,0
dataset\dirty\20210822_154312.jpg,dirty,0
dataset\dirty\20210822_154316.jpg,dirty,0
dataset\dirty\20210822_154320.jpg,dirty,0
dataset\dirty\20210822_154326.jpg,dirty,0
dataset\dirty\20210822_154357.jpg,dirty,0
dataset\dirty\20210822_154400.jpg,dirty,0
dataset\dirty\20210822_154402.jpg,dirty,0
dataset\dirty\20210822_154404.jpg,dirty,0
dataset\dirty\20210822_154408.jpg,dirty,0
dataset\dirty\20210822_154411.jpg,dirty,0
dataset\dirty\20210822_154417.jpg,dirty,0
dataset\dirty\20210822_154423.jpg,dirty,0
dataset\dirty\20210822_154433.jpg,dirty,0
dataset\dirty\20210822_154439.jpg,dirty,0
dataset\dirty\20210822_154453.jpg,dirty,0
dataset\dirty\20210822_154500.jpg,dirty,0
dataset\dirty\20210822_154508.jpg,dirty,0
dataset\dirty\20210822_154513.jpg,dirty,0
dataset\dirty\20210822_154514(0).jpg,dirty,0
dataset\dirty\20210822_154514.jpg,dirty,0
dataset\dirty\20210822_154515.jpg,dirty,0
dataset\dirty\20210822_154548.jpg,dirty,0
dataset\dirty\20210822_154601.jpg,dirty,0
dataset\dirty\20210822_154602.jpg,dirty,0
dataset\dirty\20210822_154605.jpg,dirty,0
dataset\dirty\20210822_154609.jpg,dirty,0
dataset\dirty\20210822_154953.jpg,dirty,0
dataset\dirty\20210822_154956.jpg,dirty,0
dataset\dirty\20210822_155008.jpg,dirty,0
dataset\dirty\20210822_155013.jpg,dirty,0
dataset\dirty\20210822_155027.jpg,dirty,0
dataset\dirty\20210822_155039.jpg,dirty,0
dataset\dirty\20210822_155045.jpg,dirty,0
dataset\dirty\20210822_155105.jpg,dirty,0
dataset\dirty\20210822_155108.jpg,dirty,0
dataset\dirty\20210822_155111.jpg,dirty,0
dataset\dirty\20210822_155139.jpg,dirty,0
dataset\dirty\20210822_155153.jpg,dirty,0
dataset\dirty\20210822_155156.jpg,dirty,0
dataset\dirty\20210822_155157(0).jpg,dirty,0
dataset\dirty\20210822_155157.jpg,dirty,0
dataset\dirty\20210822_155159.jpg,dirty,0
dataset\dirty\20210822_155244.jpg,dirty,0
dataset\dirty\20210822_155252.jpg,dirty,0
dataset\dirty\20210822_155259.jpg,dirty,0
dataset\dirty\20210822_155300.jpg,dirty,0
dataset\dirty\20210822_155308.jpg,dirty,0
dataset\dirty\20210822_155310(0).jpg,dirty,0
dataset\dirty\20210822_155310.jpg,dirty,0
dataset\dirty\20210822_155311(0).jpg,dirty,0
dataset\dirty\20210822_155311.jpg,dirty,0
dataset\dirty\20210822_155329.jpg,dirty,0
dataset\dirty\20210822_155330.jpg,dirty,0
dataset\dirty\20210822_155339.jpg,dirty,0
dataset\dirty\20210822_155347.jpg,dirty,0
dataset\dirty\20210822_155352.jpg,dirty,0
dataset\dirty\20210822_155353.jpg,dirty,0
dataset\dirty\20210822_155354.jpg,dirty,0
dataset\dirty\20210822_155358.jpg,dirty,0
dataset\dirty\20210822_155401.jpg,dirty,0
dataset\dirty\20210822_155413.jpg,dirty,0
dataset\dirty\20210822_155414.jpg,dirty,0
dataset\dirty\20210822_155418.jpg,dirty,0
dataset\dirty\20210822_155420.jpg,dirty,0
dataset\dirty\20210822_155423.jpg,dirty,0
dataset\dirty\IMG_20210819_214752.jpg,dirty,0
dataset\dirty\IMG_20210819_214755.jpg,dirty,0
dataset\dirty\IMG_20210819_214801.jpg,dirty,0
dataset\dirty\IMG_20210819_214814.jpg,dirty,0
dataset\dirty\IMG_20210819_214817.jpg,dirty,0
dataset\dirty\IMG_20210819_214833.jpg,dirty,0
dataset\dirty\IMG_20210819_214842.jpg,dirty,0
dataset\dirty\IMG_20210819_214945.jpg,dirty,0
dataset\dirty\IMG_20210819_215116.jpg,dirty,0
dataset\dirty\IMG_20210819_215118.jpg,dirty,0
dataset\dirty\IMG_20210819_215125.jpg,dirty,0
dataset\dirty\IMG_20210819_215825.jpg,dirty,0
dataset\dirty\IMG_20210819_215831.jpg,dirty,0
dataset\dirty\IMG_20210819_215916.jpg,dirty,0
dataset\dirty\IMG_20210819_215958.jpg,dirty,0
dataset\dirty\IMG_20210819_220003.jpg,dirty,0
dataset\dirty\IMG_20210819_220006.jpg,dirty,0
dataset\dirty\IMG_20210819_220026.jpg,dirty,0
dataset\dirty\IMG_20210819_220035.jpg,dirty,0
dataset\dirty\IMG_20210819_220041.jpg,dirty,0
dataset\dirty\IMG_4112.jpg,dirty,0
dataset\dirty\IMG_4113.jpg,dirty,0
dataset\dirty\IMG_4114.jpg,dirty,0
dataset\dirty\IMG_4115.jpg,dirty,0
dataset\dirty\IMG_4116.jpg,dirty,0
dataset\dirty\IMG_4117.jpg,dirty,0
dataset\dirty\IMG_4118.jpg,dirty,0
dataset\dirty\IMG_4119.jpg,dirty,0
dataset\dirty\IMG_4120.jpg,dirty,0
dataset\dirty\IMG_4121.jpg,dirty,0
dataset\dirty\IMG_4122.jpg,dirty,0
dataset\dirty\IMG_4123.jpg,dirty,0
dataset\dirty\IMG_4124.jpg,dirty,0
dataset\dirty\IMG_4125.jpg,dirty,0
dataset\dirty\IMG_4126.jpg,dirty,0
dataset\dirty\IMG_4127.jpg,dirty,0
dataset\dirty\IMG_4128.jpg,dirty,0
dataset\dirty\IMG_4129.jpg,dirty,0
dataset\dirty\IMG_4130.jpg,dirty,0
dataset\dirty\IMG_4131.jpg,dirty,0
dataset\dirty\IMG_4132.jpg,dirty,0
dataset\dirty\IMG_4133.jpg,dirty,0
dataset\dirty\IMG_4134.jpg,dirty,0
dataset\dirty\IMG_4135.jpg,dirty,0
dataset\dirty\IMG_4136.jpg,dirty,0
dataset\dirty\IMG_4137.jpg,dirty,0
dataset\dirty\IMG_4138.jpg,dirty,0
dataset\dirty\IMG_4139.jpg,dirty,0
dataset\dirty\IMG_4140.jpg,dirty,0
dataset\dirty\IMG_4141.jpg,dirty,0
dataset\dirty\IMG_4142.jpg,dirty,0
dataset\dirty\IMG_4143.jpg,dirty,0
dataset\dirty\IMG_4144.jpg,dirty,0
dataset\dirty\IMG_4145.jpg,dirty,0
dataset\dirty\IMG_4146.jpg,dirty,0
dataset\dirty\IMG_4147.jpg,dirty,0
dataset\dirty\IMG_4148.jpg,dirty,0
dataset\dirty\IMG_4149.jpg,dirty,0
dataset\dirty\IMG_4150.jpg,dirty,0
dataset\dirty\IMG_4151.jpg,dirty,0
dataset\dirty\IMG_4152.jpg,dirty,0
dataset\dirty\IMG_4153.jpg,dirty,0
dataset\dirty\IMG_4154.jpg,dirty,0
dataset\dirty\IMG_4155.jpg,dirty,0
dataset\dirty\IMG_4156.jpg,dirty,0
dataset\dirty\IMG_4157.jpg,dirty,0
dataset\dirty\IMG_4158.jpg,dirty,0
dataset\dirty\IMG_4159.jpg,dirty,0
dataset\dirty\IMG_4160.jpg,dirty,0
dataset\dirty\IMG_4161.jpg,dirty,0
dataset\dirty\IMG_4162.jpg,dirty,0
dataset\dirty\IMG_4163.jpg,dirty,0
